0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.012194023590681974,0.014744986184788242,0.015520548531201744,0.018183669001277894,0.018725630071649763,0.018837779908204857,0.015137454336827352,0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226
0.014744986184788242,0.015520548531201744,0.018183669001277894,0.018725630071649763,0.018837779908204857,0.015137454336827352,0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639
0.015520548531201744,0.018183669001277894,0.018725630071649763,0.018837779908204857,0.015137454336827352,0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804
0.018183669001277894,0.018725630071649763,0.018837779908204857,0.015137454336827352,0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706
0.018725630071649763,0.018837779908204857,0.015137454336827352,0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695
0.018837779908204857,0.015137454336827352,0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579
0.015137454336827352,0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182
0.020902832231972382,0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504
0.024257406690753144,0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504,0.03537165647873167
0.02263153151905234,0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504,0.03537165647873167,0.037594924485897324
0.02400512985411525,0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504,0.03537165647873167,0.037594924485897324,0.035634288081640736
0.02402383757237074,0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504,0.03537165647873167,0.037594924485897324,0.035634288081640736,0.03383311347007731
0.0248741343188284,0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504,0.03537165647873167,0.037594924485897324,0.035634288081640736,0.03383311347007731,0.030559093947660834
0.02567153975527202,0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504,0.03537165647873167,0.037594924485897324,0.035634288081640736,0.03383311347007731,0.030559093947660834,0.03412391518246946
0.02472406256262956,0.025465176016595883,0.027622834359523105,0.030305812184172082,0.0317880149738603,0.032369650556303795,0.03307323602195189,0.03390813728905451,0.0336548796438102,0.0346399089430153,0.03792322202894843,0.037144660980812,0.033973827347441005,0.03550295620135657,0.033664285759134174,0.03425523902333878,0.03450856098390154,0.03373926134162254,0.03174112106729214,0.03191937901180367,0.0324259184205367,0.029958726528717436,0.027829173979954838,0.029902418467410527,0.02909564711271695,0.030371470084899377,0.03233211452857078,0.03367361951972489,0.03276365423657103,0.03126269549213853,0.03249162455775283,0.03200380894610484,0.028898649292290746,0.02970543672581391,0.02877668333025654,0.03170361719721834,0.02988363839442179,0.029714794604649028,0.030718587898013253,0.03262296447745176,0.0313658572629396,0.030981243619166723,0.03188184298407064,0.03238843062929252,0.032153888741718484,0.03163791106000226,0.03208822280157639,0.03151594509796804,0.030183854261552706,0.03285745812853695,0.03221018072419579,0.0338143494759182,0.034799370735708504,0.03537165647873167,0.037594924485897324,0.035634288081640736,0.03383311347007731,0.030559093947660834,0.03412391518246946,0.0338893732948954
